CaseID;Document;Title;PreventiveMeasures;Incident;ReactiveMeasures
Case2642;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;SicknessOfManyPersons;
Case2643;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;BeyondDesignBasisAccident;
Case2644;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;Supervision;
Case2645;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;SevereExceedingFailure;
Case2646;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;Hail;
Case2647;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;ExcessiveNumberOfInjuries;
Case2648;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;SuspiciousObject;
Case2649;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;LowTemperature;
Case2650;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;AlcoholAndDrugs;
Case2651;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;InformationBlackout;
Case2652;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;StructuralCollapse;
Case2653;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;HighTemperature;
Case2654;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;AnticipatedIncident;
Case2655;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;TrafficNearness;
Case2656;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;DivergenceFromProcedure;
Case2657;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;AlcoholSelling;
Case2658;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;HumanStampede;
Case2659;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;MissingObjects;
Case2660;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;WaterNearness;
Case2661;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;Barrier;
Case2662;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;PeopleCrossing;
Case2663;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;HumanCongestion;
Case2664;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;FireAlarm;
Case2665;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;ProtectionOfMinors;
Case2666;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;VisitorThreat;
Case2667;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;DeathOfManyPersons;
Case2668;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;SafetyAtWork;
Case2669;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;ParticipantThreat;
Case2670;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;Wind;
Case2671;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;Flood;
Case2672;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;DesignBasisAccident;
Case2673;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;DamageToPersons;
Case2674;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;Duplication;
Case2675;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;SelfProtection;
Case2676;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;FoodAndBeverages;
Case2677;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;Radiation;
Case2678;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;PortableBuilding;
Case2679;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;ExceedingSafetyLimit;
Case2680;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;Temperature;
Case2681;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;BombExplosion;
Case2682;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;StructuralAnalysis;
Case2683;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;DataProtection;
Case2684;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;Explosion;
Case2685;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;MalfunctionOfControlSystem;
Case2686;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;Leak;
Case2687;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;ExceedingParameters;
Case2688;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;WaterDamage;
Case2689;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;AccessRestrictedAreas;
Case2690;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;Wastefulness;
Case2691;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;FailureOfSafetySystem;
Case2692;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;SecurityRegulationsDisregard;
Case2693;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;ReligiousIntentionalDisturbance;
Case2694;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;AffectedSafetySystems;
Case2695;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;ScheduleAnomaly;
Case2696;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;MissingPeople;
Case2697;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;PoliticalIntentionalDisturbance;
Case2698;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;HeavyRain;
Case2699;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;SoundVolume;
Case2700;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;BlockadeCrossing;
Case2701;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;TechnicalThreat;
Case2702;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;LiquidEmission;
Case2703;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;ExternalThreat;
Case2704;REGDOC-2-4-3-Nuclear-Criticality-Safety-eng.pdf.txt;tempTitle;;TrafficAccident;
Case2705;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;Fire;
Case2706;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;WaterBlackout;
Case2707;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;InternalThreat;
Case2708;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;SevereAccident;
Case2709;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;HazardousEmission;
Case2710;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;WeatherIncident;
Case2711;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;SicknessOfFewPersons;
Case2712;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;Compliance;
Case2713;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;Glass;
Case2714;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;ElectricalBlackout;
Case2715;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;ConstructionThreat;
Case2716;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;FogMachine;
Case2717;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;GasEmission;
Case2718;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;Children;
Case2719;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;GasExplosion;
Case2720;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;SafetySystemsBlackout;
Case2721;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;PrivacyProtection;
Case2722;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;DisturbingVehicles;
Case2723;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;FallingHazard;
Case2724;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;ObjectThrowing;
Case2725;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;SicknessOfManyPersons;
Case2726;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;BeyondDesignBasisAccident;
Case2727;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;ParkingVehicles;
Case2728;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;Supervision;
Case2729;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;SevereExceedingFailure;
Case2730;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;ExcessiveNumberOfInjuries;
Case2731;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;SuspiciousObject;
Case2732;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;LowTemperature;
Case2733;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;AlcoholAndDrugs;
Case2734;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;InformationBlackout;
Case2735;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;StructuralCollapse;
Case2736;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;HighTemperature;
Case2737;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;AnticipatedIncident;
Case2738;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;TrafficNearness;
Case2739;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;DivergenceFromProcedure;
Case2740;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;AlcoholSelling;
Case2741;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;Vehicles;
Case2742;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;HumanStampede;
Case2743;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;MissingObjects;
Case2744;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;WaterNearness;
Case2745;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;VehicleRampage;
Case2746;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;Barrier;
Case2747;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;PeopleCrossing;
Case2748;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;HumanCongestion;
Case2749;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;FireAlarm;
Case2750;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;ProtectionOfMinors;
Case2751;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;VisitorThreat;
Case2752;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;DeathOfManyPersons;
Case2753;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;SafetyAtWork;
Case2754;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;ParticipantThreat;
Case2755;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;OffensiveUrination;
Case2756;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;DesignBasisAccident;
Case2757;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;BreakdownVehicles;
Case2758;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;DamageToPersons;
Case2759;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;SelfProtection;
Case2760;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;Radiation;
Case2761;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;PortableBuilding;
Case2762;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;ExceedingSafetyLimit;
Case2763;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;Temperature;
Case2764;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;StructuralAnalysis;
Case2765;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;DataProtection;
Case2766;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;DangerousDancing;
Case2767;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;Leak;
Case2768;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;ExceedingParameters;
Case2769;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;WaterDamage;
Case2770;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;AccessRestrictedAreas;
Case2771;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;Wastefulness;
Case2772;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;FailureOfSafetySystem;
Case2773;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;SecurityRegulationsDisregard;
Case2774;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;AffectedSafetySystems;
Case2775;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;ScheduleAnomaly;
Case2776;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;Exhaustion;
Case2777;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;MissingPeople;
Case2778;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;SoundVolume;
Case2779;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;TechnicalThreat;
Case2780;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;LiquidEmission;
Case2781;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;BurningVehicle;
Case2782;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;ExternalThreat;
Case2783;REGDOC-2-7-1-Radiation-Protection-eng.pdf.txt;tempTitle;;TrafficAccident;
Case2784;REGDOC-2-2-3-Personnel-Certification-Radiation-Safety-Officers-final-eng.pdf.txt;tempTitle;;Fire;
Case2785;REGDOC-2-2-3-Personnel-Certification-Radiation-Safety-Officers-final-eng.pdf.txt;tempTitle;;SevereAccident;
Case2786;REGDOC-2-2-3-Personnel-Certification-Radiation-Safety-Officers-final-eng.pdf.txt;tempTitle;;IntentionalDisturbance;
Case2787;REGDOC-2-2-3-Personnel-Certification-Radiation-Safety-Officers-final-eng.pdf.txt;tempTitle;;WeatherIncident;
Case2788;REGDOC-2-2-3-Personnel-Certification-Radiation-Safety-Officers-final-eng.pdf.txt;tempTitle;;SicknessOfFewPersons;
Case2789;REGDOC-2-2-3-Personnel-Certification-Radiation-Safety-Officers-final-eng.pdf.txt;tempTitle;;Compliance;
Case2790;REGDOC-2-2-3-Personnel-Certification-Radiation-Safety-Officers-final-eng.pdf.txt;tempTitle;;ElectricalBlackout;
Case2791;REGDOC-2-2-3-Personnel-Certification-Radiation-Safety-Officers-final-eng.pdf.txt;tempTitle;;ConstructionThreat;
Case2792;REGDOC-2-2-3-Personnel-Certification-Radiation-Safety-Officers-final-eng.pdf.txt;tempTitle;;GasExplosion;
Case2793;REGDOC-2-2-3-Personnel-Certification-Radiation-Safety-Officers-final-eng.pdf.txt;tempTitle;;SafetySystemsBlackout;
Case2794;REGDOC-2-2-3-Personnel-Certification-Radiation-Safety-Officers-final-eng.pdf.txt;tempTitle;;PrivacyProtection;
Case2795;REGDOC-2-2-3-Personnel-Certification-Radiation-Safety-Officers-final-eng.pdf.txt;tempTitle;;DisturbingVehicles;
Case2796;REGDOC-2-2-3-Personnel-Certification-Radiation-Safety-Officers-final-eng.pdf.txt;tempTitle;;FallingHazard;
Case2797;REGDOC-2-2-3-Personnel-Certification-Radiation-Safety-Officers-final-eng.pdf.txt;tempTitle;;SicknessOfManyPersons;
Case2798;REGDOC-2-2-3-Personnel-Certification-Radiation-Safety-Officers-final-eng.pdf.txt;tempTitle;;BeyondDesignBasisAccident;
Case2799;REGDOC-2-2-3-Personnel-Certification-Radiation-Safety-Officers-final-eng.pdf.txt;tempTitle;;ParkingVehicles;
Case2800;REGDOC-2-2-3-Personnel-Certification-Radiation-Safety-Officers-final-eng.pdf.txt;tempTitle;;ExcessiveNumberOfInjuries;
Case2801;REGDOC-2-2-3-Personnel-Certification-Radiation-Safety-Officers-final-eng.pdf.txt;tempTitle;;LowTemperature;
Case2802;REGDOC-2-2-3-Personnel-Certification-Radiation-Safety-Officers-final-eng.pdf.txt;tempTitle;;InformationBlackout;
Case2803;REGDOC-2-2-3-Personnel-Certification-Radiation-Safety-Officers-final-eng.pdf.txt;tempTitle;;StructuralCollapse;
Case2804;REGDOC-2-2-3-Personnel-Certification-Radiation-Safety-Officers-final-eng.pdf.txt;tempTitle;;HighTemperature;
Case2805;REGDOC-2-2-3-Personnel-Certification-Radiation-Safety-Officers-final-eng.pdf.txt;tempTitle;;AnticipatedIncident;
Case2806;REGDOC-2-2-3-Personnel-Certification-Radiation-Safety-Officers-final-eng.pdf.txt;tempTitle;;DivergenceFromProcedure;
Case2807;REGDOC-2-2-3-Personnel-Certification-Radiation-Safety-Officers-final-eng.pdf.txt;tempTitle;;Vehicles;
Case2808;REGDOC-2-2-3-Personnel-Certification-Radiation-Safety-Officers-final-eng.pdf.txt;tempTitle;;HumanStampede;
Case2809;REGDOC-2-2-3-Personnel-Certification-Radiation-Safety-Officers-final-eng.pdf.txt;tempTitle;;VehicleRampage;
Case2810;REGDOC-2-2-3-Personnel-Certification-Radiation-Safety-Officers-final-eng.pdf.txt;tempTitle;;PeopleCrossing;
Case2811;REGDOC-2-2-3-Personnel-Certification-Radiation-Safety-Officers-final-eng.pdf.txt;tempTitle;;HumanCongestion;
Case2812;REGDOC-2-2-3-Personnel-Certification-Radiation-Safety-Officers-final-eng.pdf.txt;tempTitle;;FireAlarm;
Case2813;REGDOC-2-2-3-Personnel-Certification-Radiation-Safety-Officers-final-eng.pdf.txt;tempTitle;;ProtectionOfMinors;
Case2814;REGDOC-2-2-3-Personnel-Certification-Radiation-Safety-Officers-final-eng.pdf.txt;tempTitle;;DeathOfManyPersons;
Case2815;REGDOC-2-2-3-Personnel-Certification-Radiation-Safety-Officers-final-eng.pdf.txt;tempTitle;;SafetyAtWork;
Case2816;REGDOC-2-2-3-Personnel-Certification-Radiation-Safety-Officers-final-eng.pdf.txt;tempTitle;;DesignBasisAccident;
Case2817;REGDOC-2-2-3-Personnel-Certification-Radiation-Safety-Officers-final-eng.pdf.txt;tempTitle;;BreakdownVehicles;
Case2818;REGDOC-2-2-3-Personnel-Certification-Radiation-Safety-Officers-final-eng.pdf.txt;tempTitle;;DamageToPersons;
Case2819;REGDOC-2-2-3-Personnel-Certification-Radiation-Safety-Officers-final-eng.pdf.txt;tempTitle;;SelfProtection;
Case2820;REGDOC-2-2-3-Personnel-Certification-Radiation-Safety-Officers-final-eng.pdf.txt;tempTitle;;Radiation;
Case2821;REGDOC-2-2-3-Personnel-Certification-Radiation-Safety-Officers-final-eng.pdf.txt;tempTitle;;PortableBuilding;
Case2822;REGDOC-2-2-3-Personnel-Certification-Radiation-Safety-Officers-final-eng.pdf.txt;tempTitle;;ExceedingSafetyLimit;
Case2823;REGDOC-2-2-3-Personnel-Certification-Radiation-Safety-Officers-final-eng.pdf.txt;tempTitle;;BombExplosion;
Case2824;REGDOC-2-2-3-Personnel-Certification-Radiation-Safety-Officers-final-eng.pdf.txt;tempTitle;;StructuralAnalysis;
Case2825;REGDOC-2-2-3-Personnel-Certification-Radiation-Safety-Officers-final-eng.pdf.txt;tempTitle;;DataProtection;
Case2826;REGDOC-2-2-3-Personnel-Certification-Radiation-Safety-Officers-final-eng.pdf.txt;tempTitle;;Explosion;
Case2827;REGDOC-2-2-3-Personnel-Certification-Radiation-Safety-Officers-final-eng.pdf.txt;tempTitle;;ExceedingParameters;
Case2828;REGDOC-2-2-3-Personnel-Certification-Radiation-Safety-Officers-final-eng.pdf.txt;tempTitle;;AccessRestrictedAreas;
Case2829;REGDOC-2-2-3-Personnel-Certification-Radiation-Safety-Officers-final-eng.pdf.txt;tempTitle;;Wastefulness;
Case2830;REGDOC-2-2-3-Personnel-Certification-Radiation-Safety-Officers-final-eng.pdf.txt;tempTitle;;SecurityRegulationsDisregard;
Case2831;REGDOC-2-2-3-Personnel-Certification-Radiation-Safety-Officers-final-eng.pdf.txt;tempTitle;;ReligiousIntentionalDisturbance;
Case2832;REGDOC-2-2-3-Personnel-Certification-Radiation-Safety-Officers-final-eng.pdf.txt;tempTitle;;AffectedSafetySystems;
Case2833;REGDOC-2-2-3-Personnel-Certification-Radiation-Safety-Officers-final-eng.pdf.txt;tempTitle;;ScheduleAnomaly;
Case2834;REGDOC-2-2-3-Personnel-Certification-Radiation-Safety-Officers-final-eng.pdf.txt;tempTitle;;MissingPeople;
Case2835;REGDOC-2-2-3-Personnel-Certification-Radiation-Safety-Officers-final-eng.pdf.txt;tempTitle;;PoliticalIntentionalDisturbance;
Case2836;REGDOC-2-2-3-Personnel-Certification-Radiation-Safety-Officers-final-eng.pdf.txt;tempTitle;;BlockadeCrossing;
Case2837;REGDOC-2-2-3-Personnel-Certification-Radiation-Safety-Officers-final-eng.pdf.txt;tempTitle;;TechnicalThreat;
Case2838;REGDOC-2-2-3-Personnel-Certification-Radiation-Safety-Officers-final-eng.pdf.txt;tempTitle;;BurningVehicle;
Case2839;REGDOC2-1-2-safety-culture-final-eng.pdf.txt;tempTitle;;Fire;
Case2840;REGDOC2-1-2-safety-culture-final-eng.pdf.txt;tempTitle;;InternalThreat;
Case2841;REGDOC2-1-2-safety-culture-final-eng.pdf.txt;tempTitle;;SevereAccident;
Case2842;REGDOC2-1-2-safety-culture-final-eng.pdf.txt;tempTitle;;HazardousEmission;
Case2843;REGDOC2-1-2-safety-culture-final-eng.pdf.txt;tempTitle;;IntentionalDisturbance;
Case2844;REGDOC2-1-2-safety-culture-final-eng.pdf.txt;tempTitle;;WeatherIncident;
Case2845;REGDOC2-1-2-safety-culture-final-eng.pdf.txt;tempTitle;;SicknessOfFewPersons;
Case2846;REGDOC2-1-2-safety-culture-final-eng.pdf.txt;tempTitle;;Compliance;
Case2847;REGDOC2-1-2-safety-culture-final-eng.pdf.txt;tempTitle;;ElectricalBlackout;
Case2848;REGDOC2-1-2-safety-culture-final-eng.pdf.txt;tempTitle;;ConstructionThreat;
Case2849;REGDOC2-1-2-safety-culture-final-eng.pdf.txt;tempTitle;;TerrorThreat;
Case2850;REGDOC2-1-2-safety-culture-final-eng.pdf.txt;tempTitle;;GasEmission;
Case2851;REGDOC2-1-2-safety-culture-final-eng.pdf.txt;tempTitle;;InfrastructuralThreat;
Case2852;REGDOC2-1-2-safety-culture-final-eng.pdf.txt;tempTitle;;GasExplosion;
Case2853;REGDOC2-1-2-safety-culture-final-eng.pdf.txt;tempTitle;;SafetySystemsBlackout;
Case2854;REGDOC2-1-2-safety-culture-final-eng.pdf.txt;tempTitle;;PrivacyProtection;
Case2855;REGDOC2-1-2-safety-culture-final-eng.pdf.txt;tempTitle;;DisturbingVehicles;
Case2856;REGDOC2-1-2-safety-culture-final-eng.pdf.txt;tempTitle;;Sabotage;
Case2857;REGDOC2-1-2-safety-culture-final-eng.pdf.txt;tempTitle;;FallingHazard;
Case2858;REGDOC2-1-2-safety-culture-final-eng.pdf.txt;tempTitle;;Delay;
Case2859;REGDOC2-1-2-safety-culture-final-eng.pdf.txt;tempTitle;;ObjectThrowing;
Case2860;REGDOC2-1-2-safety-culture-final-eng.pdf.txt;tempTitle;;SicknessOfManyPersons;
Case2861;REGDOC2-1-2-safety-culture-final-eng.pdf.txt;tempTitle;;BeyondDesignBasisAccident;
Case2862;REGDOC2-1-2-safety-culture-final-eng.pdf.txt;tempTitle;;ParkingVehicles;
Case2863;REGDOC2-1-2-safety-culture-final-eng.pdf.txt;tempTitle;;Supervision;
Case2864;REGDOC2-1-2-safety-culture-final-eng.pdf.txt;tempTitle;;SevereExceedingFailure;
Case2865;REGDOC2-1-2-safety-culture-final-eng.pdf.txt;tempTitle;;ExcessiveNumberOfInjuries;
Case2866;REGDOC2-1-2-safety-culture-final-eng.pdf.txt;tempTitle;;SuspiciousObject;
Case2867;REGDOC2-1-2-safety-culture-final-eng.pdf.txt;tempTitle;;LowTemperature;
Case2868;REGDOC2-1-2-safety-culture-final-eng.pdf.txt;tempTitle;;InformationBlackout;
Case2869;REGDOC2-1-2-safety-culture-final-eng.pdf.txt;tempTitle;;StructuralCollapse;
Case2870;REGDOC2-1-2-safety-culture-final-eng.pdf.txt;tempTitle;;HighTemperature;
Case2871;REGDOC2-1-2-safety-culture-final-eng.pdf.txt;tempTitle;;AnticipatedIncident;
Case2872;REGDOC2-1-2-safety-culture-final-eng.pdf.txt;tempTitle;;TrafficNearness;
Case2873;REGDOC2-1-2-safety-culture-final-eng.pdf.txt;tempTitle;;DivergenceFromProcedure;
Case2874;REGDOC2-1-2-safety-culture-final-eng.pdf.txt;tempTitle;;Vehicles;
Case2875;REGDOC2-1-2-safety-culture-final-eng.pdf.txt;tempTitle;;HumanStampede;
Case2876;REGDOC2-1-2-safety-culture-final-eng.pdf.txt;tempTitle;;MissingObjects;
Case2877;REGDOC2-1-2-safety-culture-final-eng.pdf.txt;tempTitle;;WaterNearness;
Case2878;REGDOC2-1-2-safety-culture-final-eng.pdf.txt;tempTitle;;VehicleRampage;
Case2879;REGDOC2-1-2-safety-culture-final-eng.pdf.txt;tempTitle;;PeopleCrossing;
Case2880;REGDOC2-1-2-safety-culture-final-eng.pdf.txt;tempTitle;;Missing;
Case2881;REGDOC2-1-2-safety-culture-final-eng.pdf.txt;tempTitle;;HumanCongestion;
Case2882;REGDOC2-1-2-safety-culture-final-eng.pdf.txt;tempTitle;;FireAlarm;
Case2883;REGDOC2-1-2-safety-culture-final-eng.pdf.txt;tempTitle;;Theft;
Case2884;REGDOC2-1-2-safety-culture-final-eng.pdf.txt;tempTitle;;ProtectionOfMinors;
